0043.jpg,1216,263,1442,421,wrench
0045.jpg,1097,456,1368,728,factory
0045.jpg,193,339,454,608,fire
0046.jpg,112,559,372,817,t-shirt
0046.jpg,95,103,348,347,hand
0047.jpg,82,548,356,823,t-shirt
0048.jpg,1035,312,1333,554,key
0050.jpg,125,103,378,345,monitor
0050.jpg,1252,71,1463,271,lock
0051.jpg,690,90,1002,399,face
0051.jpg,1081,282,1339,586,factory
0051.jpg,587,554,864,798,monitor
0051.jpg,120,309,340,535,t-shirt
0053.jpg,489,65,834,421,face
0053.jpg,114,125,345,353,paper
0055.jpg,568,320,823,565,person
0055.jpg,1045,481,1208,747,wrench
0056.jpg,223,562,513,850,face
0057.jpg,340,478,676,817,face
0057.jpg,1178,491,1491,798,wrench
0057.jpg,353,193,595,421,person
0058.jpg,123,71,389,320,wrench
0058.jpg,1195,128,1450,380,bucket
0059.jpg,959,100,1222,440,key
0059.jpg,500,513,728,749,hand
0059.jpg,106,415,383,665,clock
0062.jpg,443,269,657,470,bucket
0062.jpg,1111,46,1363,290,person
0063.jpg,465,209,676,404,key
0064.jpg,76,421,334,698,factory
0064.jpg,801,326,1054,608,paper
0064.jpg,405,532,625,768,fire
0066.jpg,725,282,1002,521,paper
0066.jpg,269,500,522,755,face
0067.jpg,725,508,1056,825,clock
0068.jpg,760,358,950,578,wrench
0068.jpg,79,500,402,806,bucket
0069.jpg,779,84,1043,312,fire
0070.jpg,1157,418,1458,684,wrench
0070.jpg,1026,90,1246,334,person
0070.jpg,144,366,370,589,paper
0072.jpg,174,128,435,361,lock
0072.jpg,85,505,435,793,flag
0072.jpg,524,586,779,825,monitor
0074.jpg,1203,342,1466,616,t-shirt
0074.jpg,275,54,622,383,face
0075.jpg,448,117,690,331,flag
0076.jpg,964,103,1290,399,t-shirt
0078.jpg,1140,372,1461,700,bucket
0078.jpg,747,201,1043,516,factory
0079.jpg,918,459,1268,774,t-shirt
0079.jpg,1265,103,1482,293,scissors
0080.jpg,57,293,261,548,flag
0081.jpg,131,500,413,806,scissors
0082.jpg,443,567,660,771,face
0083.jpg,864,519,1102,817,key
0084.jpg,598,548,823,790,lock
0084.jpg,239,73,570,394,clock
0085.jpg,1078,95,1412,421,face
0085.jpg,570,557,823,790,hand
0085.jpg,565,52,850,334,flag
0086.jpg,584,296,826,573,wrench
0086.jpg,1192,489,1480,782,lock
0086.jpg,109,87,326,285,scissors
0087.jpg,874,65,1124,280,bucket
0088.jpg,644,185,910,494,person
0088.jpg,494,592,725,812,lock
0088.jpg,807,600,1073,814,key
0089.jpg,1056,573,1301,820,t-shirt
0090.jpg,1159,342,1469,665,lock
0090.jpg,788,616,1005,844,flag
0092.jpg,82,603,310,828,key
0093.jpg,679,117,983,475,hand
0093.jpg,1208,445,1474,749,fire
0093.jpg,79,584,315,793,scissors
0094.jpg,465,195,684,413,key
0095.jpg,307,546,595,817,scissors
0096.jpg,87,204,380,521,paper
0097.jpg,682,353,931,567,bucket
0097.jpg,212,385,522,687,scissors
0099.jpg,660,421,931,684,lock
0099.jpg,671,52,999,339,t-shirt
0100.jpg,55,578,342,823,bucket
0101.jpg,1037,445,1339,747,face
0102.jpg,766,470,1067,795,bucket
0102.jpg,378,380,712,692,wrench
0103.jpg,161,489,399,717,clock
0103.jpg,663,46,899,299,hand
0103.jpg,242,54,475,290,fire
0104.jpg,1081,548,1368,801,paper
0104.jpg,1203,114,1493,426,bucket
0105.jpg,1165,461,1447,771,scissors
0106.jpg,641,529,921,798,flag
0106.jpg,1026,510,1244,749,fire
0106.jpg,302,559,584,836,scissors
0107.jpg,508,261,793,559,monitor
0107.jpg,1244,223,1482,432,scissors
0107.jpg,923,320,1162,551,face
0109.jpg,744,244,978,486,scissors
0109.jpg,760,551,1040,817,t-shirt
0109.jpg,1216,391,1472,679,lock
0110.jpg,90,543,348,779,bucket
0110.jpg,996,55,1224,236,hand
0110.jpg,492,375,790,692,monitor
0111.jpg,804,220,1018,432,scissors
0111.jpg,1105,73,1420,402,flag
0112.jpg,1260,312,1415,562,wrench
0112.jpg,782,79,1092,361,monitor
0113.jpg,1214,461,1450,616,wrench
0113.jpg,163,296,380,540,hand
0113.jpg,923,38,1200,318,monitor
0114.jpg,557,600,790,825,clock
0114.jpg,1187,65,1447,347,fire
0115.jpg,595,576,782,768,clock
0116.jpg,285,478,543,722,t-shirt
0116.jpg,752,491,1032,787,hand
0117.jpg,1100,586,1349,809,flag
0118.jpg,945,383,1157,586,fire
0119.jpg,1203,489,1472,776,fire
0119.jpg,1078,71,1268,261,clock
0120.jpg,1287,576,1466,757,clock
0120.jpg,302,209,565,434,t-shirt
0120.jpg,812,233,1021,407,hand
0121.jpg,1181,79,1423,318,t-shirt
0121.jpg,921,410,1168,649,key
0121.jpg,277,391,543,662,fire
0122.jpg,834,437,1054,662,fire
0122.jpg,139,263,481,589,monitor
0123.jpg,505,532,733,744,lock
0123.jpg,997,138,1214,345,bucket
0124.jpg,272,470,611,809,face
0124.jpg,63,193,285,375,wrench
0125.jpg,926,60,1265,353,t-shirt
0125.jpg,1132,440,1352,622,wrench
0125.jpg,161,277,513,559,hand
0126.jpg,706,527,940,809,flag
0127.jpg,820,225,1016,451,fire
0127.jpg,169,231,429,453,key
0127.jpg,475,548,731,806,bucket
0128.jpg,169,182,437,366,wrench
0128.jpg,1040,508,1271,747,bucket
0129.jpg,861,399,1092,654,person
0129.jpg,847,114,1026,304,clock
0130.jpg,223,489,425,695,scissors
0130.jpg,769,290,1043,592,bucket
0131.jpg,1151,459,1477,795,t-shirt
0131.jpg,150,271,448,570,scissors
0132.jpg,63,95,418,434,person
0132.jpg,986,301,1257,595,factory
0134.jpg,1276,567,1491,828,paper
0134.jpg,1138,147,1425,470,person
0134.jpg,785,440,1070,736,face
0135.jpg,142,464,446,744,fire
0137.jpg,207,535,421,790,key
0137.jpg,741,361,1029,662,bucket
0137.jpg,1149,223,1409,407,wrench
0138.jpg,144,538,437,823,lock
0138.jpg,139,87,364,426,wrench
0139.jpg,1197,489,1423,757,bucket
0139.jpg,1159,100,1444,407,clock
0139.jpg,199,643,394,825,paper
0140.jpg,570,220,758,410,bucket
0140.jpg,877,358,1140,608,flag
0140.jpg,294,516,489,744,scissors
0140.jpg,1203,315,1477,578,t-shirt
0141.jpg,774,100,997,356,flag
0141.jpg,771,402,1005,641,bucket
0142.jpg,1105,109,1347,347,hand
0142.jpg,112,399,399,692,lock
0142.jpg,549,334,869,638,fire
0142.jpg,1002,500,1330,795,flag
0143.jpg,185,521,432,752,flag
0144.jpg,777,147,1062,445,lock
0144.jpg,1157,464,1472,831,fire
0145.jpg,256,347,486,592,factory
0145.jpg,1086,54,1398,361,scissors
0146.jpg,1157,152,1463,434,monitor
0146.jpg,465,277,687,483,lock
0147.jpg,774,437,1092,757,lock
0148.jpg,969,369,1149,567,clock
0148.jpg,1043,81,1279,296,factory
0148.jpg,584,562,788,771,hand
0149.jpg,71,649,304,795,wrench
0150.jpg,945,524,1219,801,factory
0151.jpg,82,551,334,804,t-shirt
0151.jpg,644,125,969,399,scissors
0152.jpg,641,261,893,543,key
0153.jpg,869,252,1197,603,factory
0153.jpg,158,242,372,464,person
0154.jpg,310,486,614,790,t-shirt
0154.jpg,701,261,1040,486,key
0154.jpg,1143,524,1455,804,hand
0155.jpg,258,510,551,823,t-shirt
0155.jpg,728,429,999,695,flag
0156.jpg,125,114,394,366,clock
0156.jpg,934,65,1132,263,t-shirt
0156.jpg,785,415,1105,809,hand
0157.jpg,690,513,991,790,paper
0157.jpg,82,494,269,698,key
0158.jpg,698,614,885,812,scissors
0158.jpg,1216,557,1439,793,wrench
0159.jpg,76,258,334,538,factory
0160.jpg,836,179,1184,505,bucket
0160.jpg,1168,562,1390,787,lock
0160.jpg,429,451,714,749,clock
0162.jpg,299,160,568,442,clock
0162.jpg,142,562,356,779,lock
0163.jpg,1064,57,1341,304,hand
0164.jpg,834,242,1051,481,bucket
0164.jpg,82,453,302,633,person
0164.jpg,801,584,1032,812,lock
0165.jpg,95,442,275,638,clock
0166.jpg,171,396,435,681,clock
0166.jpg,1219,562,1482,787,wrench
0167.jpg,598,128,817,331,key
0168.jpg,302,258,508,481,hand
0168.jpg,1233,168,1466,432,paper
0169.jpg,823,103,1102,415,factory
0169.jpg,223,100,579,402,scissors
0169.jpg,565,540,866,785,key
0169.jpg,261,497,454,709,paper
0170.jpg,228,76,465,404,flag
0170.jpg,986,52,1200,277,bucket
0170.jpg,614,315,883,527,key
0170.jpg,207,521,465,774,t-shirt
0172.jpg,945,440,1227,744,t-shirt
0172.jpg,253,453,606,782,factory
0172.jpg,1127,38,1339,269,person
0173.jpg,112,147,370,410,person
0173.jpg,152,529,399,793,factory
0173.jpg,934,342,1254,687,face
0174.jpg,93,481,440,850,t-shirt
0174.jpg,101,130,399,421,monitor
0175.jpg,923,49,1252,399,bucket
0176.jpg,440,521,728,798,lock
0176.jpg,1018,111,1295,421,fire
0177.jpg,66,532,299,771,t-shirt
0178.jpg,1018,149,1276,404,bucket
0178.jpg,486,543,747,766,key
0178.jpg,641,114,893,372,factory
0178.jpg,125,141,451,434,flag
0179.jpg,608,100,877,364,lock
0179.jpg,978,168,1282,464,monitor
0179.jpg,161,228,405,540,wrench
0180.jpg,435,546,698,757,wrench
0180.jpg,1200,529,1439,804,person
0181.jpg,747,519,1026,814,clock
0181.jpg,85,125,418,410,paper
0181.jpg,1159,304,1358,494,face
0182.jpg,874,519,1086,744,fire
0182.jpg,999,119,1273,413,lock
0183.jpg,237,361,541,643,paper
0183.jpg,785,92,1054,347,scissors
0183.jpg,1211,152,1442,434,flag
0183.jpg,959,494,1249,798,factory
0184.jpg,90,73,467,407,fire
0185.jpg,199,489,465,771,clock
0185.jpg,961,81,1178,299,bucket
0188.jpg,679,62,921,288,factory
0188.jpg,1037,236,1363,505,wrench
0189.jpg,71,404,296,635,person
0189.jpg,68,52,294,285,bucket
0190.jpg,733,421,994,711,person
0190.jpg,1208,193,1482,491,scissors
0191.jpg,736,592,961,817,clock
0191.jpg,356,182,684,426,key
0192.jpg,657,304,877,551,paper
0192.jpg,1094,527,1284,738,lock
0193.jpg,1097,502,1303,763,key
0193.jpg,657,155,937,423,person
0194.jpg,163,144,505,415,key
0194.jpg,701,109,1013,442,wrench
0195.jpg,220,73,416,323,flag
0195.jpg,1254,353,1442,532,clock
0195.jpg,828,68,1181,418,lock
0195.jpg,573,491,815,722,monitor
0196.jpg,85,315,356,581,hand
0197.jpg,839,535,1097,793,t-shirt
0197.jpg,953,225,1208,483,bucket
0197.jpg,269,345,622,692,monitor
0197.jpg,1159,529,1450,836,person
0198.jpg,66,442,454,774,hand
0198.jpg,1124,475,1390,744,clock
0198.jpg,1282,87,1485,312,person
0199.jpg,326,79,549,320,scissors
0199.jpg,440,410,701,717,factory
0199.jpg,1143,76,1355,293,bucket
0200.jpg,451,119,725,347,scissors
0200.jpg,104,486,375,755,monitor
0200.jpg,76,106,424,396,hand
0201.jpg,877,502,1127,749,clock
0202.jpg,226,429,549,744,flag
0203.jpg,128,41,375,339,hand
0204.jpg,302,497,549,755,key
0205.jpg,313,60,652,347,fire
0206.jpg,321,345,516,649,wrench
0207.jpg,207,315,440,671,wrench
0209.jpg,1119,600,1360,833,scissors
0210.jpg,880,263,1135,524,fire
0210.jpg,79,282,399,584,clock
0211.jpg,76,557,307,741,key
0211.jpg,1026,350,1260,652,hand
0212.jpg,459,345,674,595,scissors
0214.jpg,1181,315,1469,603,clock
0217.jpg,340,81,625,364,scissors
0217.jpg,820,185,1026,372,key
0218.jpg,636,65,931,372,scissors
0218.jpg,554,470,820,738,monitor
0219.jpg,712,209,1016,535,person
0219.jpg,239,472,448,706,paper
0220.jpg,353,52,665,402,scissors
0220.jpg,1178,491,1434,725,face
0220.jpg,720,532,918,809,wrench
0220.jpg,872,106,1140,326,factory
0221.jpg,649,49,910,358,factory
0221.jpg,595,456,953,785,t-shirt
0222.jpg,1007,73,1273,331,flag
0223.jpg,79,402,364,690,factory
0223.jpg,209,84,429,318,fire
0224.jpg,188,144,522,478,clock
0224.jpg,1013,361,1352,728,fire
0225.jpg,532,174,858,448,fire
0225.jpg,166,519,505,833,t-shirt
0226.jpg,986,233,1216,478,bucket
0227.jpg,722,149,1021,524,flag
0228.jpg,823,65,1026,271,t-shirt
0229.jpg,581,576,826,836,wrench
0229.jpg,193,616,405,814,clock
0229.jpg,921,339,1219,643,t-shirt
0229.jpg,180,87,454,391,hand
